"Statistical Period","Global Irradiation (kWh/㎡)","Average Temperature(°C)","Theoretical Yield (kWh)","PV Yield (kWh)","Inverter Yield (kWh)","Export (kWh)","Import (kWh)","Loss Due to Export Limitation (kWh)","Loss Due to Export Limitation(Rp)","Charge (kWh)","Discharge (kWh)","Revenue (Rp)"
"2023-06-03 13:00:00","","","",0.65,0.24,0,"","","",0.41,0,216
"2023-06-03 14:00:00","","","",0.24,0.26,0,"","","",0.05,0.07,234
"2023-06-03 15:00:00","","","",0.18,0.26,0,"","","",0.02,0.1,234
"2023-06-03 16:00:00","","","",0.05,0.27,0,"","","",0,0.22,243
"2023-06-03 17:00:00","","","",0,0.27,0,"","","",0,0.33,243
"2023-06-03 18:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-03 19:00:00","","","",0,0.32,0,"","","",0,0.36,288
"2023-06-03 20:00:00","","","",0,0.32,0,"","","",0,0.39,288
"2023-06-03 21:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-03 22:00:00","","","",0,0.32,0,"","","",0,0.36,288
"2023-06-03 23:00:00","","","",0,0.3,0,"","","",0,0.34,270
"2023-06-04 00:00:00","","","",0,0.34,0,"","","",0,0.41,306
"2023-06-04 01:00:00","","","",0,0.32,0,"","","",0,0.36,288
"2023-06-04 02:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-04 03:00:00","","","",0,0.09,0,"","","",0,0.13,63
"2023-06-04 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-04 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-04 06:00:00","","","",0.04,0.04,0,"","","",0,0,36
"2023-06-04 07:00:00","","","",0.3,0.2,0,"","","",0.1,0,180
"2023-06-04 08:00:00","","","",0.89,0.26,0,"","","",0.63,0,234
"2023-06-04 09:00:00","","","",1.06,0.26,0,"","","",0.8,0,234
"2023-06-04 10:00:00","","","",1.25,0.26,0,"","","",0.99,0,234
"2023-06-04 11:00:00","","","",0.91,0.27,0,"","","",0.64,0,243
"2023-06-04 12:00:00","","","",1.38,0.26,0,"","","",1.12,0,234
"2023-06-04 13:00:00","","","",0.26,0.26,0,"","","",0,0,234
"2023-06-04 14:00:00","","","",0.18,0.27,0,"","","",0,0.09,243
"2023-06-04 15:00:00","","","",0.15,0.26,0,"","","",0.01,0.12,234
"2023-06-04 16:00:00","","","",0.02,0.26,0,"","","",0,0.24,234
"2023-06-04 17:00:00","","","",0,0.31,0,"","","",0,0.35,279
"2023-06-04 18:00:00","","","",0,0.31,0,"","","",0,0.39,279
"2023-06-04 19:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-04 20:00:00","","","",0,0.29,0,"","","",0,0.35,261
"2023-06-04 21:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-04 22:00:00","","","",0,0.32,0,"","","",0,0.36,288
"2023-06-04 23:00:00","","","",0,0.32,0,"","","",0,0.34,288
"2023-06-05 00:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-05 01:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-05 02:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-05 03:00:00","","","",0,0.03,0,"","","",0,0.05,0
"2023-06-05 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-05 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-05 06:00:00","","","",0.07,0.07,0,"","","",0,0,63
"2023-06-05 07:00:00","","","",0.3,0.26,0,"","","",0.04,0,234
"2023-06-05 08:00:00","","","",0.82,0.41,0,"","","",0.41,0,369
"2023-06-05 09:00:00","","","",0.98,0.41,0,"","","",0.59,0.02,369
"2023-06-05 10:00:00","","","",1.03,0.42,0,"","","",0.61,0,378
"2023-06-05 11:00:00","","","",0.94,0.44,0,"","","",0.53,0.03,396
"2023-06-05 12:00:00","","","",0.44,0.42,0,"","","",0.1,0.08,378
"2023-06-05 13:00:00","","","",0.61,0.5,0,"","","",0.17,0.06,450
"2023-06-05 14:00:00","","","",0.55,0.53,0,"","","",0.11,0.09,477
"2023-06-05 15:00:00","","","",0.18,0.53,0,"","","",0,0.35,477
"2023-06-05 16:00:00","","","",0.02,0.52,0,"","","",0,0.5,468
"2023-06-05 17:00:00","","","",0,0.4,0,"","","",0,0.48,360
"2023-06-05 18:00:00","","","",0,0.36,0,"","","",0,0.42,324
"2023-06-05 19:00:00","","","",0,0.36,0,"","","",0,0.41,324
"2023-06-05 20:00:00","","","",0,0.04,0,"","","",0,0.06,9
"2023-06-05 21:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-05 22:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-05 23:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 00:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 01:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 06:00:00","","","",0.05,0.05,0,"","","",0,0,45
"2023-06-06 07:00:00","","","",0.32,0.25,0,"","","",0.07,0,225
"2023-06-06 08:00:00","","","",0.69,0.42,0,"","","",0.28,0.01,378
"2023-06-06 09:00:00","","","",0.51,0.43,0,"","","",0.11,0.03,387
"2023-06-06 10:00:00","","","",0.61,0.43,0,"","","",0.19,0.01,387
"2023-06-06 11:00:00","","","",0.56,0.43,0,"","","",0.13,0,387
"2023-06-06 12:00:00","","","",0.59,0.42,0,"","","",0.17,0,378
"2023-06-06 13:00:00","","","",0.7,0.43,0,"","","",0.28,0.01,387
"2023-06-06 14:00:00","","","",0.54,0.43,0,"","","",0.18,0.07,387
"2023-06-06 15:00:00","","","",0.22,0.48,0,"","","",0,0.26,432
"2023-06-06 16:00:00","","","",0.02,0.43,0,"","","",0,0.41,387
"2023-06-06 17:00:00","","","",0,0.42,0,"","","",0,0.46,378
"2023-06-06 18:00:00","","","",0,0.06,0,"","","",0,0.1,27
"2023-06-06 19:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 20:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 21:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 22:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-06 23:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-07 00:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-07 01:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-07 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-07 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-07 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-07 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-07 06:00:00","","","",0.1,0.1,0,"","","",0,0,90
"2023-06-07 07:00:00","","","",0.26,0.25,0,"","","",0.01,0,225
"2023-06-07 08:00:00","","","",0.81,0.42,0,"","","",0.39,0,378
"2023-06-07 09:00:00","","","",0.93,0.42,0,"","","",0.51,0,378
"2023-06-07 10:00:00","","","",0.67,0.42,0,"","","",0.27,0.02,378
"2023-06-07 11:00:00","","","",0.65,0.43,0,"","","",0.25,0.03,387
"2023-06-07 12:00:00","","","",0.66,0.43,0,"","","",0.23,0,387
"2023-06-07 13:00:00","","","",0.58,0.3,0,"","","",0.28,0,270
"2023-06-07 14:00:00","","","",0.65,0.28,0,"","","",0.37,0,252
"2023-06-07 15:00:00","","","",0.3,0.27,0,"","","",0.08,0.05,243
"2023-06-07 16:00:00","","","",0.02,0.29,0,"","","",0,0.26,252
"2023-06-07 17:00:00","","","",0,0.34,0,"","","",0,0.4,306
"2023-06-07 18:00:00","","","",0,0.36,0,"","","",0,0.42,324
"2023-06-07 19:00:00","","","",0,0.3,0,"","","",0,0.34,270
"2023-06-07 20:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-07 21:00:00","","","",0,0.31,0,"","","",0,0.37,279
"2023-06-07 22:00:00","","","",0,0.03,0,"","","",0,0.05,9
"2023-06-07 23:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-08 00:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-08 01:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-08 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-08 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-08 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-08 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-08 06:00:00","","","",0.08,0.08,0,"","","",0,0,72
"2023-06-08 07:00:00","","","",0.27,0.25,0,"","","",0.02,0,225
"2023-06-08 08:00:00","","","",0.91,0.5,0,"","","",0.42,0,441
"2023-06-08 09:00:00","","","",1.1,0.5,0,"","","",0.6,0,450
"2023-06-08 10:00:00","","","",1.32,0.51,0,"","","",0.83,0.02,459
"2023-06-08 11:00:00","","","",1.37,0.53,0,"","","",0.85,0.01,477
"2023-06-08 12:00:00","","","",0.97,0.52,0,"","","",0.52,0.07,468
"2023-06-08 13:00:00","","","",0.78,0.51,0,"","","",0.35,0.08,459
"2023-06-08 14:00:00","","","",0.53,0.51,0,"","","",0.16,0.14,459
"2023-06-08 15:00:00","","","",0.15,0.51,0,"","","",0,0.36,459
"2023-06-08 16:00:00","","","",0,0.5,0,"","","",0,0.5,450
"2023-06-08 17:00:00","","","",0,0.51,0,"","","",0,0.58,459
"2023-06-08 18:00:00","","","",0,0.52,0,"","","",0,0.58,468
"2023-06-08 19:00:00","","","",0,0.48,0,"","","",0,0.54,432
"2023-06-08 20:00:00","","","",0,0.36,0,"","","",0,0.43,324
"2023-06-08 21:00:00","","","",0,0.31,0,"","","",0,0.37,270
"2023-06-08 22:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-08 23:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-09 00:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-09 01:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-09 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-09 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-09 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-09 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-09 06:00:00","","","",0.06,0.06,0,"","","",0,0,54
"2023-06-09 07:00:00","","","",0.27,0.22,0,"","","",0.05,0,198
"2023-06-09 08:00:00","","","",0.93,0.34,0,"","","",0.59,0,306
"2023-06-09 09:00:00","","","",1.25,0.34,0,"","","",0.91,0,306
"2023-06-09 10:00:00","","","",1.43,0.34,0,"","","",1.09,0,306
"2023-06-09 11:00:00","","","",1.55,0.36,0,"","","",1.19,0,324
"2023-06-09 12:00:00","","","",0.72,0.34,0,"","","",0.38,0,306
"2023-06-09 13:00:00","","","",0.31,0.31,0,"","","",0,0,279
"2023-06-09 14:00:00","","","",0.34,0.43,0,"","","",0,0.09,387
"2023-06-09 15:00:00","","","",0.08,0.41,0,"","","",0,0.33,369
"2023-06-09 16:00:00","","","",0,0.3,0,"","","",0,0.31,270
"2023-06-09 17:00:00","","","",0,0.28,0,"","","",0,0.33,252
"2023-06-09 18:00:00","","","",0,0.31,0,"","","",0,0.38,279
"2023-06-09 19:00:00","","","",0,0.33,0,"","","",0,0.37,297
"2023-06-09 20:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-09 21:00:00","","","",0,0.32,0,"","","",0,0.39,288
"2023-06-09 22:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-09 23:00:00","","","",0,0.32,0,"","","",0,0.34,288
"2023-06-10 00:00:00","","","",0,0.33,0,"","","",0,0.38,297
"2023-06-10 01:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-10 02:00:00","","","",0,0.3,0,"","","",0,0.36,270
"2023-06-10 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-10 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-10 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-10 06:00:00","","","",0.05,0.05,0,"","","",0,0,45
"2023-06-10 07:00:00","","","",0.37,0.24,0,"","","",0.13,0,216
"2023-06-10 08:00:00","","","",0.73,0.26,0,"","","",0.48,0.01,234
"2023-06-10 09:00:00","","","",0.97,0.24,0,"","","",0.73,0,216
"2023-06-10 10:00:00","","","",1.3,0.27,0,"","","",1.03,0,243
"2023-06-10 11:00:00","","","",1.34,0.26,0,"","","",1.08,0,234
"2023-06-10 12:00:00","","","",1.1,0.27,0,"","","",0.83,0,243
"2023-06-10 13:00:00","","","",0.26,0.26,0,"","","",0,0,234
"2023-06-10 14:00:00","","","",0.27,0.27,0,"","","",0.01,0.01,243
"2023-06-10 15:00:00","","","",0.23,0.26,0,"","","",0.01,0.04,234
"2023-06-10 16:00:00","","","",0.03,0.26,0,"","","",0,0.23,234
"2023-06-10 17:00:00","","","",0,0.29,0,"","","",0,0.33,261
"2023-06-10 18:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-10 19:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-10 20:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-10 21:00:00","","","",0,0.35,0,"","","",0,0.42,315
"2023-06-10 22:00:00","","","",0,0.37,0,"","","",0,0.42,333
"2023-06-10 23:00:00","","","",0,0.34,0,"","","",0,0.36,306
"2023-06-11 00:00:00","","","",0,0.38,0,"","","",0,0.45,342
"2023-06-11 01:00:00","","","",0,0.3,0,"","","",0,0.34,270
"2023-06-11 02:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-11 03:00:00","","","",0,0.04,0,"","","",0,0.06,9
"2023-06-11 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-11 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-11 06:00:00","","","",0.06,0.06,0,"","","",0,0,54
"2023-06-11 07:00:00","","","",0.29,0.23,0,"","","",0.06,0,207
"2023-06-11 08:00:00","","","",0.79,0.27,0,"","","",0.52,0,243
"2023-06-11 09:00:00","","","",1.2,0.26,0,"","","",0.95,0,225
"2023-06-11 10:00:00","","","",1.23,0.27,0,"","","",0.96,0,243
"2023-06-11 11:00:00","","","",1.11,0.26,0,"","","",0.85,0,234
"2023-06-11 12:00:00","","","",0.96,0.27,0,"","","",0.71,0.02,243
"2023-06-11 13:00:00","","","",0.51,0.27,0,"","","",0.25,0.01,243
"2023-06-11 14:00:00","","","",0.22,0.26,0,"","","",0.01,0.05,234
"2023-06-11 15:00:00","","","",0.12,0.26,0,"","","",0,0.14,234
"2023-06-11 16:00:00","","","",0.02,0.28,0,"","","",0,0.26,252
"2023-06-11 17:00:00","","","",0,0.3,0,"","","",0,0.34,270
"2023-06-11 18:00:00","","","",0,0.29,0,"","","",0,0.36,261
"2023-06-11 19:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-11 20:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-11 21:00:00","","","",0,0.33,0,"","","",0,0.4,297
"2023-06-11 22:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-11 23:00:00","","","",0,0.31,0,"","","",0,0.33,279
"2023-06-12 00:00:00","","","",0,0.33,0,"","","",0,0.37,297
"2023-06-12 01:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-12 02:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-12 03:00:00","","","",0,0.02,0,"","","",0,0.05,0
"2023-06-12 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-12 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-12 06:00:00","","","",0.05,0.05,0,"","","",0,0,45
"2023-06-12 07:00:00","","","",0.29,0.25,0,"","","",0.04,0,225
"2023-06-12 08:00:00","","","",0.84,0.42,0,"","","",0.42,0,378
"2023-06-12 09:00:00","","","",1.16,0.43,0,"","","",0.73,0,387
"2023-06-12 10:00:00","","","",1.18,0.29,0,"","","",0.89,0,261
"2023-06-12 11:00:00","","","",1.05,0.4,0,"","","",0.65,0,360
"2023-06-12 12:00:00","","","",1.16,0.41,0,"","","",0.75,0,369
"2023-06-12 13:00:00","","","",0.92,0.43,0,"","","",0.52,0.03,387
"2023-06-12 14:00:00","","","",0.7,0.49,0,"","","",0.3,0.09,441
"2023-06-12 15:00:00","","","",0.13,0.44,0,"","","",0,0.31,396
"2023-06-12 16:00:00","","","",0.01,0.42,0,"","","",0,0.41,378
"2023-06-12 17:00:00","","","",0,0.47,0,"","","",0,0.52,423
"2023-06-12 18:00:00","","","",0,0.5,0,"","","",0,0.57,450
"2023-06-12 19:00:00","","","",0,0.51,0,"","","",0,0.56,459
"2023-06-12 20:00:00","","","",0,0.51,0,"","","",0,0.6,459
"2023-06-12 21:00:00","","","",0,0.52,0,"","","",0,0.58,468
"2023-06-12 22:00:00","","","",0,0.46,0,"","","",0,0.54,414
"2023-06-12 23:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-13 00:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-13 01:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-13 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-13 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-13 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-13 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-13 06:00:00","","","",0.05,0.05,0,"","","",0,0,45
"2023-06-13 07:00:00","","","",0.3,0.29,0,"","","",0.01,0,261
"2023-06-13 08:00:00","","","",0.89,0.49,0,"","","",0.4,0,441
"2023-06-13 09:00:00","","","",1.19,0.5,0,"","","",0.69,0,450
"2023-06-13 10:00:00","","","",1.27,0.49,0,"","","",0.78,0,441
"2023-06-13 11:00:00","","","",1.48,0.48,0,"","","",1,0,432
"2023-06-13 12:00:00","","","",1.35,0.42,0,"","","",0.94,0.01,378
"2023-06-13 13:00:00","","","",0.88,0.41,0,"","","",0.47,0,369
"2023-06-13 14:00:00","","","",0.4,0.4,0,"","","",0.02,0.02,360
"2023-06-13 15:00:00","","","",0.19,0.41,0,"","","",0,0.22,369
"2023-06-13 16:00:00","","","",0.02,0.43,0,"","","",0,0.41,387
"2023-06-13 17:00:00","","","",0,0.5,0,"","","",0,0.59,450
"2023-06-13 18:00:00","","","",0,0.49,0,"","","",0,0.54,441
"2023-06-13 19:00:00","","","",0,0.33,0,"","","",0,0.4,297
"2023-06-13 20:00:00","","","",0,0.36,0,"","","",0,0.42,324
"2023-06-13 21:00:00","","","",0,0.36,0,"","","",0,0.41,324
"2023-06-13 22:00:00","","","",0,0.35,0,"","","",0,0.4,315
"2023-06-13 23:00:00","","","",0,0.32,0,"","","",0,0.34,288
"2023-06-14 00:00:00","","","",0,0.33,0,"","","",0,0.39,297
"2023-06-14 01:00:00","","","",0,0.02,0,"","","",0,0.04,0
"2023-06-14 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-14 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-14 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-14 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-14 06:00:00","","","",0.06,0.06,0,"","","",0,0,54
"2023-06-14 07:00:00","","","",0.28,0.26,0,"","","",0.02,0,234
"2023-06-14 08:00:00","","","",0.82,0.52,0,"","","",0.3,0,468
"2023-06-14 09:00:00","","","",1.14,0.47,0,"","","",0.67,0,423
"2023-06-14 10:00:00","","","",1.3,0.42,0,"","","",0.88,0,378
"2023-06-14 11:00:00","","","",1.12,0.42,0,"","","",0.71,0.01,378
"2023-06-14 12:00:00","","","",1.08,0.39,0,"","","",0.69,0,351
"2023-06-14 13:00:00","","","",1.13,0.41,0,"","","",0.73,0.01,369
"2023-06-14 14:00:00","","","",0.4,0.42,0,"","","",0.13,0.15,378
"2023-06-14 15:00:00","","","",0.11,0.42,0,"","","",0,0.31,378
"2023-06-14 16:00:00","","","",0.06,0.48,0,"","","",0,0.42,432
"2023-06-14 17:00:00","","","",0,0.49,0,"","","",0,0.55,441
"2023-06-14 18:00:00","","","",0,0.47,0,"","","",0,0.54,423
"2023-06-14 19:00:00","","","",0,0.37,0,"","","",0,0.43,333
"2023-06-14 20:00:00","","","",0,0.51,0,"","","",0,0.57,459
"2023-06-14 21:00:00","","","",0,0.51,0,"","","",0,0.58,459
"2023-06-14 22:00:00","","","",0,0.4,0,"","","",0,0.48,351
"2023-06-14 23:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-15 00:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-15 01:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-15 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-15 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-15 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-15 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-15 06:00:00","","","",0.04,0.04,0,"","","",0,0,36
"2023-06-15 07:00:00","","","",0.19,0.19,0,"","","",0,0,171
"2023-06-15 08:00:00","","","",0.31,0.23,0,"","","",0.08,0,207
"2023-06-15 09:00:00","","","",1.06,0.37,0,"","","",0.69,0,333
"2023-06-15 10:00:00","","","",1.5,0.41,0,"","","",1.09,0,369
"2023-06-15 11:00:00","","","",0.98,0.42,0,"","","",0.56,0,378
"2023-06-15 12:00:00","","","",0.58,0.41,0,"","","",0.19,0.02,369
"2023-06-15 13:00:00","","","",0.88,0.41,0,"","","",0.47,0,369
"2023-06-15 14:00:00","","","",0.25,0.46,0,"","","",0,0.21,414
"2023-06-15 15:00:00","","","",0.25,0.48,0,"","","",0,0.23,432
"2023-06-15 16:00:00","","","",0.04,0.48,0,"","","",0,0.44,432
"2023-06-15 17:00:00","","","",0,0.52,0,"","","",0,0.6,468
"2023-06-15 18:00:00","","","",0,0.43,0,"","","",0,0.5,387
"2023-06-15 19:00:00","","","",0,0.34,0,"","","",0,0.4,306
"2023-06-15 20:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-15 21:00:00","","","",0,0.19,0,"","","",0,0.24,162
"2023-06-15 22:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-15 23:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-16 00:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-16 01:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-16 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-16 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-16 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-16 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-16 06:00:00","","","",0.05,0.04,0,"","","",0.01,0,36
"2023-06-16 07:00:00","","","",0.23,0.19,0,"","","",0.05,0,162
"2023-06-16 08:00:00","","","",0.84,0.4,0,"","","",0.44,0,360
"2023-06-16 09:00:00","","","",0.89,0.38,0,"","","",0.51,0,342
"2023-06-16 10:00:00","","","",1.3,0.42,0,"","","",0.88,0,378
"2023-06-16 11:00:00","","","",1.13,0.41,0,"","","",0.72,0,369
"2023-06-16 12:00:00","","","",0.82,0.42,0,"","","",0.4,0,378
"2023-06-16 13:00:00","","","",0.55,0.41,0,"","","",0.15,0.01,369
"2023-06-16 14:00:00","","","",0.18,0.42,0,"","","",0,0.24,378
"2023-06-16 15:00:00","","","",0.28,0.42,0,"","","",0,0.14,378
"2023-06-16 16:00:00","","","",0,0.4,0,"","","",0,0.42,360
"2023-06-16 17:00:00","","","",0,0.34,0,"","","",0,0.41,306
"2023-06-16 18:00:00","","","",0,0.36,0,"","","",0,0.41,324
"2023-06-16 19:00:00","","","",0,0.36,0,"","","",0,0.43,324
"2023-06-16 20:00:00","","","",0,0.36,0,"","","",0,0.42,324
"2023-06-16 21:00:00","","","",0,0.45,0,"","","",0,0.5,405
"2023-06-16 22:00:00","","","",0,0.07,0,"","","",0,0.1,45
"2023-06-16 23:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-17 00:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-17 01:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-17 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-17 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-17 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-17 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-17 06:00:00","","","",0.05,0.05,0,"","","",0,0,45
"2023-06-17 07:00:00","","","",0.21,0.17,0,"","","",0.04,0,153
"2023-06-17 08:00:00","","","",0.79,0.26,0,"","","",0.54,0,225
"2023-06-17 09:00:00","","","",0.97,0.26,0,"","","",0.71,0,234
"2023-06-17 10:00:00","","","",1.17,0.26,0,"","","",0.91,0,234
"2023-06-17 11:00:00","","","",1.19,0.27,0,"","","",0.92,0,243
"2023-06-17 12:00:00","","","",0.87,0.27,0,"","","",0.6,0,243
"2023-06-17 13:00:00","","","",0.63,0.26,0,"","","",0.37,0,234
"2023-06-17 14:00:00","","","",0.22,0.27,0,"","","",0.11,0.16,243
"2023-06-17 15:00:00","","","",0.01,0.24,0,"","","",0,0.23,216
"2023-06-17 16:00:00","","","",0,0.26,0,"","","",0,0.29,234
"2023-06-17 17:00:00","","","",0,0.34,0,"","","",0,0.39,306
"2023-06-17 18:00:00","","","",0,0.49,0,"","","",0,0.54,441
"2023-06-17 19:00:00","","","",0,0.4,0,"","","",0,0.48,360
"2023-06-17 20:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-17 21:00:00","","","",0,0.32,0,"","","",0,0.36,288
"2023-06-17 22:00:00","","","",0,0.32,0,"","","",0,0.39,288
"2023-06-17 23:00:00","","","",0,0.31,0,"","","",0,0.32,279
"2023-06-18 00:00:00","","","",0,0.33,0,"","","",0,0.38,297
"2023-06-18 01:00:00","","","",0,0.11,0,"","","",0,0.14,81
"2023-06-18 02:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-18 03:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-18 04:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-18 05:00:00","","","",0,0,0,"","","",0,0,0
"2023-06-18 06:00:00","","","",0.05,0.05,0,"","","",0,0,45
"2023-06-18 07:00:00","","","",0.27,0.22,0,"","","",0.05,0,198
"2023-06-18 08:00:00","","","",0.75,0.26,0,"","","",0.5,0.01,234
"2023-06-18 09:00:00","","","",1.06,0.26,0,"","","",0.8,0,234
"2023-06-18 10:00:00","","","",1.26,0.26,0,"","","",1,0,234
"2023-06-18 11:00:00","","","",1.14,0.27,0,"","","",0.87,0,243
"2023-06-18 12:00:00","","","",0.6,0.26,0,"","","",0.34,0,234
"2023-06-18 13:00:00","","","",0.5,0.27,0,"","","",0.23,0,243
"2023-06-18 14:00:00","","","",0.17,0.27,0,"","","",0.01,0.11,243
"2023-06-18 15:00:00","","","",0.07,0.26,0,"","","",0,0.19,234
"2023-06-18 16:00:00","","","",0.04,0.26,0,"","","",0,0.22,234
"2023-06-18 17:00:00","","","",0,0.3,0,"","","",0,0.34,270
"2023-06-18 18:00:00","","","",0,0.31,0,"","","",0,0.37,279
"2023-06-18 19:00:00","","","",0,0.32,0,"","","",0,0.39,288
"2023-06-18 20:00:00","","","",0,0.32,0,"","","",0,0.37,288
"2023-06-18 21:00:00","","","",0,0.3,0,"","","",0,0.34,270
"2023-06-18 22:00:00","","","",0,0.32,0,"","","",0,0.39,288
"2023-06-18 23:00:00","","","",0,0.32,0,"","","",0,0.33,288
"2023-06-19 00:00:00","","","",0,0.32,0,"","","",0,0.38,288
"2023-06-19 01:00:00","","","",0,0.2,0,"","","",0,0.25,171
