"Statistical Period","Global Irradiation (kWh/㎡)","Average Temperature(°C)","Theoretical Yield (kWh)","PV Yield (kWh)","Inverter Yield (kWh)","Export (kWh)","Import (kWh)","Loss Due to Export Limitation (kWh)","Loss Due to Export Limitation(Rp)","Charge (kWh)","Discharge (kWh)","Revenue (Rp)"
"2024-03-29 00:00:00","","","",0,0,0,0.41,"","",0,0,-18
"2024-03-29 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-03-29 02:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-03-29 03:00:00","","","",0,0,0,0.34,"","",0,0,-9
"2024-03-29 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-03-29 05:00:00","","","",0,0,0,0.33,"","",0,0,-9
"2024-03-29 06:00:00","","","",0.02,0.04,0,0.27,"","",0,0.01,27
"2024-03-29 07:00:00","","","",0.16,0.15,0,0.14,"","",0.02,0.01,135
"2024-03-29 08:00:00","","","",0.8,0.28,0,0.03,"","",0.53,0.01,252
"2024-03-29 09:00:00","","","",1.17,0.28,0,0.03,"","",0.89,0,252
"2024-03-29 10:00:00","","","",0.99,0.29,0,0.02,"","",0.7,0,261
"2024-03-29 11:00:00","","","",0.63,0.29,0,0.02,"","",0.34,0,261
"2024-03-29 12:00:00","","","",0.29,0.29,0,0.01,"","",0,0,261
"2024-03-29 13:00:00","","","",0.21,0.29,0,0.02,"","",0,0.08,261
"2024-03-29 14:00:00","","","",0.38,0.29,0,0.02,"","",0.09,0,261
"2024-03-29 15:00:00","","","",0.28,0.3,0,0.03,"","",0,0.02,270
"2024-03-29 16:00:00","","","",0.2,0.3,0,0.02,"","",0.02,0.12,270
"2024-03-29 17:00:00","","","",0,0.33,0,0.02,"","",0,0.36,297
"2024-03-29 18:00:00","","","",0,0.35,0,0.01,"","",0,0.41,315
"2024-03-29 19:00:00","","","",0,0.31,0,0.02,"","",0,0.36,279
"2024-03-29 20:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-03-29 21:00:00","","","",0,0.35,0,0.03,"","",0,0.4,315
"2024-03-29 22:00:00","","","",0,0.28,0,0.08,"","",0,0.35,252
"2024-03-29 23:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-03-30 00:00:00","","","",0,0,0,0.43,"","",0,0,-9
"2024-03-30 01:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-03-30 02:00:00","","","",0,0,0,0.34,"","",0,0,-9
"2024-03-30 03:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-03-30 04:00:00","","","",0,0,0,0.37,"","",0,0,-9
"2024-03-30 05:00:00","","","",0,0,0,0.34,"","",0,0,-9
"2024-03-30 06:00:00","","","",0.08,0.09,0,0.21,"","",0,0.01,81
"2024-03-30 07:00:00","","","",0.16,0.16,0,0.16,"","",0.01,0.01,144
"2024-03-30 08:00:00","","","",0.84,0.28,0,0.01,"","",0.57,0,243
"2024-03-30 09:00:00","","","",1.26,0.29,0,0.02,"","",0.97,0,261
"2024-03-30 10:00:00","","","",1.21,0.29,0,0.02,"","",0.93,0.01,261
"2024-03-30 11:00:00","","","",0.28,0.28,0,0.03,"","",0,0,252
"2024-03-30 12:00:00","","","",0.29,0.29,0,0.02,"","",0,0,261
"2024-03-30 13:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-03-30 14:00:00","","","",0.29,0.29,0,0.01,"","",0,0,261
"2024-03-30 15:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-03-30 16:00:00","","","",0.13,0.3,0,0.02,"","",0.01,0.18,270
"2024-03-30 17:00:00","","","",0,0.33,0,0.03,"","",0,0.37,297
"2024-03-30 18:00:00","","","",0,0.31,0,0.02,"","",0,0.37,279
"2024-03-30 19:00:00","","","",0,0.35,0,0.02,"","",0,0.4,315
"2024-03-30 20:00:00","","","",0,0.38,0,0.02,"","",0,0.45,342
"2024-03-30 21:00:00","","","",0,0.38,0,0.01,"","",0,0.44,342
"2024-03-30 22:00:00","","","",0,0.17,0,0.25,"","",0,0.2,144
"2024-03-30 23:00:00","","","",0,0,0,0.43,"","",0,0,-9
"2024-03-31 00:00:00","","","",0,0,0,0.43,"","",0,0,-18
"2024-03-31 01:00:00","","","",0,0,0,0.42,"","",0,0,-18
"2024-03-31 02:00:00","","","",0,0,0,0.43,"","",0,0,-18
"2024-03-31 03:00:00","","","",0,0,0,0.38,"","",0,0,-9
"2024-03-31 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-03-31 05:00:00","","","",0,0,0,0.32,"","",0,0.01,-9
"2024-03-31 06:00:00","","","",0.06,0.07,0,0.23,"","",0,0.01,63
"2024-03-31 07:00:00","","","",0.3,0.23,0,0.09,"","",0.08,0.01,207
"2024-03-31 08:00:00","","","",0.54,0.29,0,0.01,"","",0.26,0.01,261
"2024-03-31 09:00:00","","","",0.97,0.29,0,0.02,"","",0.68,0,261
"2024-03-31 10:00:00","","","",1.17,0.29,0,0.02,"","",0.88,0,261
"2024-03-31 11:00:00","","","",0.77,0.26,0,0.03,"","",0.51,0,234
"2024-03-31 12:00:00","","","",0.37,0.28,0,0.02,"","",0.09,0,252
"2024-03-31 13:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-03-31 14:00:00","","","",0.28,0.29,0,0.02,"","",0,0.01,261
"2024-03-31 15:00:00","","","",0.3,0.3,0,0.01,"","",0.08,0.08,270
"2024-03-31 16:00:00","","","",0.06,0.29,0,0.02,"","",0,0.23,261
"2024-03-31 17:00:00","","","",0,0.32,0,0.04,"","",0,0.37,288
"2024-03-31 18:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-03-31 19:00:00","","","",0,0.35,0,0.02,"","",0,0.41,315
"2024-03-31 20:00:00","","","",0,0.34,0,0.01,"","",0,0.4,306
"2024-03-31 21:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-03-31 22:00:00","","","",0,0.14,0,0.23,"","",0,0.18,117
"2024-03-31 23:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-01 00:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-04-01 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-01 02:00:00","","","",0,0,0,0.37,"","",0,0,-9
"2024-04-01 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-01 04:00:00","","","",0,0,0,0.35,"","",0,0,-18
"2024-04-01 05:00:00","","","",0,0,0,0.32,"","",0,0,-18
"2024-04-01 06:00:00","","","",0,0.02,0,0.3,"","",0,0.02,18
"2024-04-01 07:00:00","","","",0.25,0.21,0,0.12,"","",0.04,0,189
"2024-04-01 08:00:00","","","",0.61,0.41,0,0.01,"","",0.21,0.01,369
"2024-04-01 09:00:00","","","",0.9,0.41,0,0.02,"","",0.49,0,369
"2024-04-01 10:00:00","","","",0.54,0.42,0,0.02,"","",0.25,0.13,378
"2024-04-01 11:00:00","","","",0.64,0.41,0,0.04,"","",0.3,0.07,369
"2024-04-01 12:00:00","","","",0.52,0.41,0,0.02,"","",0.15,0.04,369
"2024-04-01 13:00:00","","","",0.46,0.4,0,0.02,"","",0.13,0.07,360
"2024-04-01 14:00:00","","","",0.24,0.29,0,0.01,"","",0.02,0.07,261
"2024-04-01 15:00:00","","","",0.21,0.29,0,0.02,"","",0.01,0.09,261
"2024-04-01 16:00:00","","","",0.08,0.29,0,0.02,"","",0,0.21,261
"2024-04-01 17:00:00","","","",0,0.35,0,0.03,"","",0,0.4,315
"2024-04-01 18:00:00","","","",0,0.36,0,0.04,"","",0,0.43,324
"2024-04-01 19:00:00","","","",0,0,0,0.41,"","",0,0,-18
"2024-04-01 20:00:00","","","",0,0,0,0.44,"","",0,0,-18
"2024-04-01 21:00:00","","","",0,0,0,0.41,"","",0,0,-18
"2024-04-01 22:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-04-01 23:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-04-02 00:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-02 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-02 02:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-04-02 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-02 04:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-04-02 05:00:00","","","",0,0.01,0,0.34,"","",0,0.01,0
"2024-04-02 06:00:00","","","",0.09,0.1,0,0.21,"","",0,0.01,90
"2024-04-02 07:00:00","","","",0.27,0.25,0,0.09,"","",0.03,0.01,225
"2024-04-02 08:00:00","","","",0.15,0.1,0,0.35,"","",0.07,0.02,90
"2024-04-02 09:00:00","","","",0.75,0.29,0,0.16,"","",0.47,0.01,261
"2024-04-02 10:00:00","","","",0.12,0.04,0,0.43,"","",0.09,0.01,36
"2024-04-02 11:00:00","","","",0.13,0.08,0,0.35,"","",0.07,0.02,72
"2024-04-02 12:00:00","","","",0.44,0.41,0,0.02,"","",0.06,0.03,369
"2024-04-02 13:00:00","","","",0.69,0.38,0,0.04,"","",0.33,0.02,342
"2024-04-02 14:00:00","","","",0.71,0.42,0,0.04,"","",0.31,0.02,378
"2024-04-02 15:00:00","","","",0.32,0.42,0,0.03,"","",0.03,0.13,378
"2024-04-02 16:00:00","","","",0.36,0.41,0,0.03,"","",0.09,0.14,369
"2024-04-02 17:00:00","","","",0,0.34,0,0.01,"","",0,0.39,306
"2024-04-02 18:00:00","","","",0,0.38,0,0.02,"","",0,0.43,342
"2024-04-02 19:00:00","","","",0,0.19,0,0.23,"","",0,0.24,162
"2024-04-02 20:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-04-02 21:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-04-02 22:00:00","","","",0,0,0,0.38,"","",0,0,-27
"2024-04-02 23:00:00","","","",0,0,0,0.36,"","",0,0,-9
"2024-04-03 00:00:00","","","",0,0,0,0.41,"","",0,0,-18
"2024-04-03 01:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-04-03 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-03 03:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-04-03 04:00:00","","","",0,0,0,0.33,"","",0,0,-18
"2024-04-03 05:00:00","","","",0,0,0,0.34,"","",0,0.01,-18
"2024-04-03 06:00:00","","","",0.03,0.04,0,0.27,"","",0,0.01,36
"2024-04-03 07:00:00","","","",0.2,0.17,0,0.13,"","",0.03,0,153
"2024-04-03 08:00:00","","","",0.71,0.28,0,0.01,"","",0.45,0.02,252
"2024-04-03 09:00:00","","","",1.09,0.41,0,0.02,"","",0.69,0.01,369
"2024-04-03 10:00:00","","","",0.51,0.21,0,0.23,"","",0.32,0.02,189
"2024-04-03 11:00:00","","","",0.78,0.33,0,0.11,"","",0.47,0.02,297
"2024-04-03 12:00:00","","","",0.99,0.41,0,0.01,"","",0.6,0.02,369
"2024-04-03 13:00:00","","","",0.19,0.22,0,0.24,"","",0,0.03,198
"2024-04-03 14:00:00","","","",0.05,0.07,0,0.39,"","",0,0.02,63
"2024-04-03 15:00:00","","","",0.24,0.29,0,0.01,"","",0,0.05,261
"2024-04-03 16:00:00","","","",0.09,0.3,0,0.02,"","",0,0.21,270
"2024-04-03 17:00:00","","","",0,0.36,0,0.02,"","",0,0.43,324
"2024-04-03 18:00:00","","","",0,0.38,0,0.03,"","",0,0.44,342
"2024-04-03 19:00:00","","","",0,0.38,0,0.02,"","",0,0.44,342
"2024-04-03 20:00:00","","","",0,0.31,0,0.02,"","",0,0.35,279
"2024-04-03 21:00:00","","","",0,0.34,0,0.01,"","",0,0.4,306
"2024-04-03 22:00:00","","","",0,0.21,0,0.16,"","",0,0.27,180
"2024-04-03 23:00:00","","","",0,0,0,0.4,"","",0,0,-18
"2024-04-04 00:00:00","","","",0,0.01,0,0.4,"","",0,0,-9
"2024-04-04 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-04 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-04 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-04 04:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-04-04 05:00:00","","","",0,0,0,0.32,"","",0,0,-9
"2024-04-04 06:00:00","","","",0.02,0.04,0,0.26,"","",0,0.02,36
"2024-04-04 07:00:00","","","",0.28,0.26,0,0.11,"","",0.02,0,234
"2024-04-04 08:00:00","","","",0.95,0.48,0,0.04,"","",0.47,0,432
"2024-04-04 09:00:00","","","",0.49,0.19,0,0.34,"","",0.32,0.02,171
"2024-04-04 10:00:00","","","",0.76,0.21,0,0.28,"","",0.56,0.01,189
"2024-04-04 11:00:00","","","",0.9,0.28,0,0.18,"","",0.64,0.02,252
"2024-04-04 12:00:00","","","",0.89,0.37,0,0.01,"","",0.53,0.01,333
"2024-04-04 13:00:00","","","",0.07,0.08,0,0.38,"","",0.01,0.02,72
"2024-04-04 14:00:00","","","",0.3,0.33,0,0.13,"","",0.02,0.05,297
"2024-04-04 15:00:00","","","",0.13,0.43,0,0.02,"","",0.01,0.31,387
"2024-04-04 16:00:00","","","",0.06,0.46,0,0.03,"","",0,0.4,414
"2024-04-04 17:00:00","","","",0,0.4,0,0.02,"","",0,0.43,360
"2024-04-04 18:00:00","","","",0,0.39,0,0.02,"","",0,0.45,351
"2024-04-04 19:00:00","","","",0,0.39,0,0.02,"","",0,0.47,351
"2024-04-04 20:00:00","","","",0,0.26,0,0.12,"","",0,0.31,225
"2024-04-04 21:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-04 22:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-04-04 23:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-05 00:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-04-05 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-05 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-05 03:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-04-05 04:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-05 05:00:00","","","",0,0,0,0.36,"","",0,0.01,-9
"2024-04-05 06:00:00","","","",0.09,0.09,0,0.23,"","",0.01,0.01,81
"2024-04-05 07:00:00","","","",0.28,0.26,0,0.06,"","",0.04,0.01,225
"2024-04-05 08:00:00","","","",0.92,0.29,0,0.02,"","",0.63,0,261
"2024-04-05 09:00:00","","","",1.31,0.28,0,0.02,"","",1.03,0,252
"2024-04-05 10:00:00","","","",0.96,0.27,0,0.01,"","",0.69,0,243
"2024-04-05 11:00:00","","","",0.36,0.28,0,0.02,"","",0.08,0,252
"2024-04-05 12:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-04-05 13:00:00","","","",0.29,0.29,0,0.03,"","",0,0,261
"2024-04-05 14:00:00","","","",0.29,0.29,0,0.02,"","",0,0,261
"2024-04-05 15:00:00","","","",0.31,0.31,0,0.02,"","",0,0,279
"2024-04-05 16:00:00","","","",0.12,0.29,0,0.02,"","",0,0.17,261
"2024-04-05 17:00:00","","","",0,0.35,0,0.01,"","",0,0.37,315
"2024-04-05 18:00:00","","","",0,0.38,0,0.02,"","",0,0.44,342
"2024-04-05 19:00:00","","","",0,0.37,0,0.02,"","",0,0.45,333
"2024-04-05 20:00:00","","","",0,0.34,0,0.03,"","",0,0.39,306
"2024-04-05 21:00:00","","","",0,0.34,0,0.02,"","",0,0.39,306
"2024-04-05 22:00:00","","","",0,0.14,0,0.23,"","",0,0.18,117
"2024-04-05 23:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-04-06 00:00:00","","","",0,0,0,0.4,"","",0,0,-18
"2024-04-06 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-06 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-06 03:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-04-06 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-04-06 05:00:00","","","",0,0.01,0,0.29,"","",0,0.01,0
"2024-04-06 06:00:00","","","",0.1,0.11,0,0.21,"","",0,0.01,99
"2024-04-06 07:00:00","","","",0.26,0.2,0,0.11,"","",0.06,0,180
"2024-04-06 08:00:00","","","",1.01,0.29,0,0.02,"","",0.72,0,261
"2024-04-06 09:00:00","","","",1.46,0.29,0,0.01,"","",1.17,0,261
"2024-04-06 10:00:00","","","",0.8,0.29,0,0.02,"","",0.51,0,261
"2024-04-06 11:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-04-06 12:00:00","","","",0.29,0.29,0,0.03,"","",0,0,261
"2024-04-06 13:00:00","","","",0.28,0.29,0,0.02,"","",0,0.01,261
"2024-04-06 14:00:00","","","",0.29,0.29,0,0.02,"","",0,0,261
"2024-04-06 15:00:00","","","",0.3,0.3,0,0.01,"","",0,0,270
"2024-04-06 16:00:00","","","",0.08,0.29,0,0.02,"","",0,0.21,261
"2024-04-06 17:00:00","","","",0,0.32,0,0.02,"","",0.01,0.36,288
"2024-04-06 18:00:00","","","",0,0.34,0,0.03,"","",0,0.39,306
"2024-04-06 19:00:00","","","",0,0.34,0,0.02,"","",0,0.39,306
"2024-04-06 20:00:00","","","",0,0.33,0,0.02,"","",0,0.4,297
"2024-04-06 21:00:00","","","",0,0.34,0,0.02,"","",0,0.41,306
"2024-04-06 22:00:00","","","",0,0.19,0,0.17,"","",0,0.23,162
"2024-04-06 23:00:00","","","",0,0,0,0.35,"","",0,0,-18
"2024-04-07 00:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-07 01:00:00","","","",0,0,0,0.38,"","",0,0,-27
"2024-04-07 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-07 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-07 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-04-07 05:00:00","","","",0,0,0,0.34,"","",0,0,-9
"2024-04-07 06:00:00","","","",0.08,0.09,0,0.22,"","",0,0.01,81
"2024-04-07 07:00:00","","","",0.25,0.23,0,0.08,"","",0.03,0.01,207
"2024-04-07 08:00:00","","","",0.9,0.29,0,0.03,"","",0.61,0,261
"2024-04-07 09:00:00","","","",1.36,0.29,0,0.02,"","",1.07,0,261
"2024-04-07 10:00:00","","","",1.06,0.3,0,0.02,"","",0.76,0,270
"2024-04-07 11:00:00","","","",0.29,0.29,0,0.02,"","",0,0,261
"2024-04-07 12:00:00","","","",0.3,0.3,0,0.01,"","",0,0,270
"2024-04-07 13:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-04-07 14:00:00","","","",0.3,0.3,0,0.03,"","",0,0,270
"2024-04-07 15:00:00","","","",0.19,0.3,0,0.03,"","",0,0.11,270
"2024-04-07 16:00:00","","","",0.01,0.29,0,0.02,"","",0,0.28,261
"2024-04-07 17:00:00","","","",0,0.29,0,0.01,"","",0,0.32,261
"2024-04-07 18:00:00","","","",0,0.34,0,0.01,"","",0,0.39,306
"2024-04-07 19:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-04-07 20:00:00","","","",0,0.34,0,0.03,"","",0,0.41,306
"2024-04-07 21:00:00","","","",0,0.34,0,0.02,"","",0,0.39,306
"2024-04-07 22:00:00","","","",0,0.07,0,0.3,"","",0,0.1,45
"2024-04-07 23:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-04-08 00:00:00","","","",0,0,0,0.4,"","",0,0,-18
"2024-04-08 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-08 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-08 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-08 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-04-08 05:00:00","","","",0,0,0,0.34,"","",0,0,-9
"2024-04-08 06:00:00","","","",0.05,0.07,0,0.25,"","",0,0.02,63
"2024-04-08 07:00:00","","","",0.25,0.2,0,0.11,"","",0.05,0,180
"2024-04-08 08:00:00","","","",0.9,0.3,0,0.01,"","",0.6,0,270
"2024-04-08 09:00:00","","","",1.42,0.29,0,0.02,"","",1.13,0,261
"2024-04-08 10:00:00","","","",0.96,0.27,0,0.02,"","",0.69,0,243
"2024-04-08 11:00:00","","","",0.29,0.29,0,0.03,"","",0,0,261
"2024-04-08 12:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-04-08 13:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-04-08 14:00:00","","","",0.29,0.29,0,0.02,"","",0,0,261
"2024-04-08 15:00:00","","","",0.1,0.29,0,0.01,"","",0,0.19,261
"2024-04-08 16:00:00","","","",0.02,0.3,0,0.02,"","",0,0.28,270
"2024-04-08 17:00:00","","","",0,0.31,0,0.02,"","",0,0.33,279
"2024-04-08 18:00:00","","","",0,0.34,0,0.03,"","",0,0.4,306
"2024-04-08 19:00:00","","","",0,0.33,0,0.02,"","",0,0.39,297
"2024-04-08 20:00:00","","","",0,0.34,0,0.02,"","",0,0.41,306
"2024-04-08 21:00:00","","","",0,0.34,0,0.01,"","",0,0.39,306
"2024-04-08 22:00:00","","","",0,0,0,0.38,"","",0,0.01,-18
"2024-04-08 23:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-04-09 00:00:00","","","",0,0,0,0.38,"","",0,0,-27
"2024-04-09 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-09 02:00:00","","","",0,0,0,0.35,"","",0,0,-18
"2024-04-09 03:00:00","","","",0,0,0,0.32,"","",0,0,-18
"2024-04-09 04:00:00","","","",0,0,0,0.34,"","",0,0,-18
"2024-04-09 05:00:00","","","",0,0,0,0.34,"","",0,0,-9
"2024-04-09 06:00:00","","","",0.06,0.07,0,0.25,"","",0,0.01,63
"2024-04-09 07:00:00","","","",0.17,0.18,0,0.12,"","",0,0.01,162
"2024-04-09 08:00:00","","","",0.73,0.29,0,0.02,"","",0.44,0,261
"2024-04-09 09:00:00","","","",0.88,0.29,0,0.02,"","",0.59,0,261
"2024-04-09 10:00:00","","","",0.59,0.3,0,0.02,"","",0.32,0.03,270
"2024-04-09 11:00:00","","","",0.95,0.29,0,0.03,"","",0.66,0,261
"2024-04-09 12:00:00","","","",0.28,0.26,0,0.01,"","",0.06,0.04,234
"2024-04-09 13:00:00","","","",0.38,0.29,0,0.03,"","",0.13,0.04,261
"2024-04-09 14:00:00","","","",0.17,0.29,0,0.02,"","",0.04,0.16,261
"2024-04-09 15:00:00","","","",0,0.29,0,0.01,"","",0,0.32,261
"2024-04-09 16:00:00","","","",0,0.4,0,0.02,"","",0,0.42,360
"2024-04-09 17:00:00","","","",0,0.48,0,0.02,"","",0,0.55,432
"2024-04-09 18:00:00","","","",0,0.51,0,0.03,"","",0,0.57,459
"2024-04-09 19:00:00","","","",0,0.01,0,0.54,"","",0,0.03,-18
"2024-04-09 20:00:00","","","",0,0,0,0.57,"","",0,0,-18
"2024-04-09 21:00:00","","","",0,0,0,0.56,"","",0,0,-18
"2024-04-09 22:00:00","","","",0,0,0,0.54,"","",0,0,-18
"2024-04-09 23:00:00","","","",0,0,0,0.53,"","",0,0,-18
"2024-04-10 00:00:00","","","",0,0,0,0.55,"","",0,0,-18
"2024-04-10 01:00:00","","","",0,0,0,0.51,"","",0,0,-18
"2024-04-10 02:00:00","","","",0,0,0,0.51,"","",0,0,-27
"2024-04-10 03:00:00","","","",0,0,0,0.52,"","",0,0,-18
"2024-04-10 04:00:00","","","",0,0,0,0.5,"","",0,0,-18
"2024-04-10 05:00:00","","","",0,0,0,0.43,"","",0,0,-9
"2024-04-10 06:00:00","","","",0.05,0.06,0,0.39,"","",0,0.01,54
"2024-04-10 07:00:00","","","",0.21,0.2,0,0.24,"","",0.03,0.01,171
"2024-04-10 08:00:00","","","",0.5,0.29,0,0.02,"","",0.23,0.02,261
"2024-04-10 09:00:00","","","",0.67,0.3,0,0.01,"","",0.37,0,270
"2024-04-10 10:00:00","","","",0.91,0.29,0,0.02,"","",0.62,0,261
"2024-04-10 11:00:00","","","",1.36,0.29,0,0.02,"","",1.07,0,261
"2024-04-10 12:00:00","","","",0.49,0.29,0,0.03,"","",0.2,0,261
"2024-04-10 13:00:00","","","",0.17,0.3,0,0.02,"","",0,0.13,270
"2024-04-10 14:00:00","","","",0.11,0.29,0,0.02,"","",0,0.18,261
"2024-04-10 15:00:00","","","",0.01,0.29,0,0.01,"","",0,0.28,261
"2024-04-10 16:00:00","","","",0,0.3,0,0.02,"","",0,0.34,270
"2024-04-10 17:00:00","","","",0,0.34,0,0.02,"","",0,0.39,306
"2024-04-10 18:00:00","","","",0,0.33,0,0.03,"","",0,0.39,297
"2024-04-10 19:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-04-10 20:00:00","","","",0,0.23,0,0.13,"","",0,0.29,207
"2024-04-10 21:00:00","","","",0,0,0,0.38,"","",0,0,-27
"2024-04-10 22:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-10 23:00:00","","","",0,0,0,0.35,"","",0,0,-18
"2024-04-11 00:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-11 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-11 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-11 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-11 04:00:00","","","",0,0,0,0.38,"","",0,0,-27
"2024-04-11 05:00:00","","","",0,0,0,0.32,"","",0,0,-9
"2024-04-11 06:00:00","","","",0.07,0.08,0,0.24,"","",0.01,0.02,72
"2024-04-11 07:00:00","","","",0.18,0.19,0,0.12,"","",0,0.01,171
"2024-04-11 08:00:00","","","",0.39,0.29,0,0.02,"","",0.1,0,261
"2024-04-11 09:00:00","","","",1.08,0.29,0,0.03,"","",0.79,0,261
"2024-04-11 10:00:00","","","",1.23,0.29,0,0.02,"","",0.94,0,261
"2024-04-11 11:00:00","","","",0.93,0.29,0,0.02,"","",0.64,0,261
"2024-04-11 12:00:00","","","",0.32,0.32,0,0.01,"","",0,0,288
"2024-04-11 13:00:00","","","",0.3,0.3,0,0.02,"","",0,0,270
"2024-04-11 14:00:00","","","",0.29,0.29,0,0.02,"","",0.01,0.01,261
"2024-04-11 15:00:00","","","",0.12,0.29,0,0.03,"","",0.01,0.18,261
"2024-04-11 16:00:00","","","",0,0.29,0,0.02,"","",0,0.34,252
"2024-04-11 17:00:00","","","",0,0.34,0,0.02,"","",0,0.38,306
"2024-04-11 18:00:00","","","",0,0.38,0,0.01,"","",0,0.45,342
"2024-04-11 19:00:00","","","",0,0.38,0,0.02,"","",0,0.44,342
"2024-04-11 20:00:00","","","",0,0.36,0,0.02,"","",0,0.42,324
"2024-04-11 21:00:00","","","",0,0.15,0,0.23,"","",0,0.18,126
"2024-04-11 22:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-11 23:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-04-12 00:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-12 01:00:00","","","",0,0,0,0.38,"","",0,0,-27
"2024-04-12 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-12 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-12 04:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-04-12 05:00:00","","","",0,0,0,0.33,"","",0,0.01,-9
"2024-04-12 06:00:00","","","",0.11,0.12,0,0.2,"","",0,0.01,108
"2024-04-12 07:00:00","","","",0.42,0.29,0,0.03,"","",0.15,0.01,252
"2024-04-12 08:00:00","","","",1.01,0.34,0,0.02,"","",0.67,0,306
